Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Is_Partnered,Education_Level,Tenure_days,Age,TotalMntSpent,Age_group,Is_Partnered_num,Cluster
1975,2n Cycle,Married,17003.0,1,0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,Partnered,Postgraduate,202,39,38,Adult (30-45),1,1
1995,Graduation,Single,71163.0,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,NotPartnered,Bachelors,112,19,960,Young Adult (<30),0,3
1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,NotPartnered,Bachelors,287,44,28,Adult (30-45),0,1
1954,2n Cycle,Married,63564.0,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,Partnered,Postgraduate,151,60,1215,Senior Adult (>45),1,3
1972,PhD,Together,83443.0,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,Partnered,Postgraduate,180,42,1497,Adult (30-45),1,3
1958,PhD,Together,51518.0,0,1,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,Partnered,Postgraduate,269,56,449,Senior Adult (>45),1,2
1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,NotPartnered,Bachelors,186,39,1064,Adult (30-45),0,2
1969,Graduation,Married,80952.0,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,Partnered,Bachelors,486,45,1757,Senior Adult (>45),1,3
1979,Graduation,Together,75507.0,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,Partnered,Bachelors,58,35,1440,Adult (30-45),1,3
1978,2n Cycle,Together,63855.0,0,0,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,Partnered,Postgraduate,505,36,1006,Adult (30-45),1,3
1972,PhD,Together,62220.0,0,1,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,Partnered,Postgraduate,687,42,1226,Adult (30-45),1,2
1964,Graduation,Married,58512.0,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,Partnered,Bachelors,283,50,1171,Senior Adult (>45),1,2
1979,Master,Married,40662.0,1,0,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,Partnered,Postgraduate,471,35,92,Adult (30-45),1,1
1959,PhD,Married,38829.0,0,1,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,Partnered,Postgraduate,84,55,99,Senior Adult (>45),1,2
1981,2n Cycle,Married,35523.0,1,0,2013-10-03,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,269,33,66,Adult (30-45),1,1
1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,66,47,564,Senior Adult (>45),0,0
1988,Master,Married,78285.0,0,0,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,Partnered,Postgraduate,244,26,1427,Young Adult (<30),1,3
1978,PhD,Single,31626.0,1,0,2013-05-10,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,NotPartnered,Postgraduate,415,36,86,Adult (30-45),0,1
1952,Graduation,Single,75127.0,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,NotPartnered,Bachelors,38,62,833,Senior Adult (>45),0,3
1955,Graduation,Married,48726.0,0,1,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,Partnered,Bachelors,428,59,242,Senior Adult (>45),1,2
1977,Graduation,Married,74985.0,0,0,2012-09-11,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,Partnered,Bachelors,656,37,1869,Adult (30-45),1,3
1987,Graduation,Together,67430.0,0,0,2012-09-05,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,Partnered,Bachelors,662,27,1364,Young Adult (<30),1,3
1965,2n Cycle,Married,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,Partnered,Postgraduate,301,49,183,Senior Adult (>45),1,2
1956,Master,Married,62058.0,0,1,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,Partnered,Postgraduate,399,58,450,Senior Adult (>45),1,2
1979,Graduation,Married,72063.0,0,1,2013-07-03,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,Partnered,Bachelors,361,35,758,Adult (30-45),1,2
1951,PhD,Married,78939.0,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,Partnered,Postgraduate,199,63,1507,Senior Adult (>45),1,3
1965,Graduation,Single,42720.0,1,1,2013-04-24,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,NotPartnered,Bachelors,431,49,654,Senior Adult (>45),0,0
1972,Graduation,Married,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,Partnered,Bachelors,442,42,81,Adult (30-45),1,0
1957,PhD,Together,6835.0,0,1,2012-12-08,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,Partnered,Postgraduate,568,57,137,Senior Adult (>45),1,2
1953,Graduation,Together,41452.0,1,1,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,Partnered,Bachelors,480,61,16,Senior Adult (>45),1,0
1965,PhD,Single,40760.0,0,1,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,NotPartnered,Postgraduate,303,49,93,Senior Adult (>45),0,2
1958,PhD,Together,74250.0,0,0,2014-01-26,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,Partnered,Postgraduate,154,56,1158,Senior Adult (>45),1,3
1955,Master,Single,51124.0,1,1,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,NotPartnered,Postgraduate,193,59,43,Senior Adult (>45),0,0
1971,Graduation,Single,72258.0,0,1,2013-09-12,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,NotPartnered,Bachelors,290,43,1525,Adult (30-45),0,3
1974,PhD,Single,71466.0,0,0,2014-04-05,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,NotPartnered,Postgraduate,85,40,1230,Adult (30-45),0,3
1976,Graduation,Together,36283.0,1,1,2014-04-14,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,Partnered,Bachelors,76,38,29,Adult (30-45),1,0
1970,Graduation,Single,20587.0,1,0,2014-05-11,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,NotPartnered,Bachelors,49,44,25,Adult (30-45),0,1
1972,Graduation,Married,30467.0,1,0,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,Partnered,Bachelors,102,42,24,Adult (30-45),1,1
1972,Graduation,Together,31590.0,1,0,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,376,42,38,Adult (30-45),1,1
1986,Basic,Married,20425.0,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,Partnered,Low_Level,608,28,57,Young Adult (<30),1,1
1960,Master,Together,17144.0,1,1,2014-02-15,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,Partnered,Postgraduate,134,54,47,Senior Adult (>45),1,0
1968,PhD,Divorced,42564.0,0,1,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,NotPartnered,Postgraduate,543,46,813,Senior Adult (>45),0,2
1978,Master,Married,43783.0,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,Partnered,Postgraduate,31,36,629,Adult (30-45),1,1
1976,Graduation,Divorced,40780.0,0,1,2012-09-08,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,NotPartnered,Bachelors,659,38,377,Adult (30-45),0,2
1945,Master,Together,62847.0,0,0,2013-01-15,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,Partnered,Postgraduate,530,69,1612,Senior Adult (>45),1,3
1957,PhD,Married,82017.0,0,0,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,Partnered,Postgraduate,599,57,729,Senior Adult (>45),1,3
1950,Graduation,Single,16813.0,0,0,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,NotPartnered,Bachelors,345,64,50,Senior Adult (>45),0,1
1978,Graduation,Married,51267.0,1,1,2013-10-29,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,Partnered,Bachelors,243,36,270,Adult (30-45),1,0
1961,Graduation,Single,46524.0,0,1,2013-04-05,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,NotPartnered,Bachelors,450,53,177,Senior Adult (>45),0,2
1962,Master,Single,45183.0,0,0,2013-01-20,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,NotPartnered,Postgraduate,525,52,315,Senior Adult (>45),0,2
1954,PhD,Married,70421.0,0,1,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,Partnered,Postgraduate,1,60,767,Senior Adult (>45),1,2
1965,2n Cycle,Divorced,60161.0,0,1,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,NotPartnered,Postgraduate,614,49,1071,Senior Adult (>45),0,2
1973,Graduation,Together,73926.0,0,0,2013-03-02,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,Partnered,Bachelors,484,41,1580,Adult (30-45),1,3
1968,Graduation,Married,19329.0,1,0,2013-12-14,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,197,46,60,Senior Adult (>45),1,1
1970,Master,Married,61872.0,0,1,2013-12-13,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,Partnered,Postgraduate,198,44,573,Adult (30-45),1,2
1956,Graduation,Widow,46984.0,1,1,2013-03-26,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,NotPartnered,Bachelors,460,58,41,Senior Adult (>45),0,0
1951,Graduation,Married,34838.0,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,Partnered,Bachelors,526,63,170,Senior Adult (>45),1,0
1944,PhD,Single,82716.0,0,0,2013-11-05,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,NotPartnered,Postgraduate,236,70,1167,Senior Adult (>45),0,3
1958,Graduation,Married,48192.0,0,0,2013-04-06,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,Partnered,Bachelors,449,56,1526,Senior Adult (>45),1,3
1976,Master,Married,49681.0,0,2,2013-11-04,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,Partnered,Postgraduate,237,38,458,Adult (30-45),1,2
1971,Master,Married,56850.0,0,1,2014-03-23,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,Partnered,Postgraduate,98,43,63,Adult (30-45),1,2
1957,Graduation,Married,55267.0,0,1,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,Partnered,Bachelors,251,57,405,Senior Adult (>45),1,2
1972,Graduation,Married,59666.0,1,1,2013-03-22,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,Partnered,Bachelors,464,42,1027,Adult (30-45),1,0
1972,Graduation,Single,72504.0,0,1,2013-04-06,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,NotPartnered,Bachelors,449,42,1478,Adult (30-45),0,2
1981,Graduation,Married,26872.0,0,0,2013-10-16,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,Partnered,Bachelors,256,33,72,Adult (30-45),1,1
1972,Graduation,Single,21359.0,1,0,2013-04-20,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,NotPartnered,Bachelors,435,42,48,Adult (30-45),0,1
1975,Graduation,Single,73170.0,0,0,2014-05-31,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,NotPartnered,Bachelors,29,39,726,Adult (30-45),0,3
1955,Master,Married,52750.0,0,1,2013-02-04,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,Partnered,Postgraduate,510,59,860,Senior Adult (>45),1,2
1986,PhD,Together,91820.0,0,0,2013-11-23,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,Partnered,Postgraduate,218,28,1497,Young Adult (<30),1,3
1970,PhD,Together,65968.0,0,1,2014-05-12,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,Partnered,Postgraduate,48,44,495,Adult (30-45),1,2
1976,Graduation,Married,30772.0,1,1,2014-03-12,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,Partnered,Bachelors,109,38,20,Adult (30-45),1,0
1954,Graduation,Single,22507.0,0,0,2012-11-24,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,NotPartnered,Bachelors,582,60,570,Senior Adult (>45),0,2
1972,Graduation,Married,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,Partnered,Bachelors,92,42,769,Adult (30-45),1,2
1978,2n Cycle,Married,25804.0,1,0,2013-09-01,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,Partnered,Postgraduate,301,36,55,Adult (30-45),1,1
1980,PhD,Single,76412.0,0,0,2013-05-05,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,NotPartnered,Postgraduate,420,34,1808,Adult (30-45),0,3
1972,Graduation,Married,22063.0,1,0,2013-08-08,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,Partnered,Bachelors,325,42,55,Adult (30-45),1,1
1961,Graduation,Single,57091.0,0,0,2014-06-15,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,NotPartnered,Bachelors,14,53,577,Senior Adult (>45),0,3
1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,Partnered,Bachelors,437,51,162,Senior Adult (>45),1,1
1959,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,Partnered,Bachelors,403,55,1957,Senior Adult (>45),1,3
1959,2n Cycle,Divorced,78353.0,0,1,2013-04-16,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,NotPartnered,Postgraduate,439,55,1576,Senior Adult (>45),0,2
1954,Graduation,Married,93404.0,1,2,2013-05-07,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,Partnered,Bachelors,418,60,1616,Senior Adult (>45),1,2
1962,Graduation,Divorced,37859.0,1,2,2013-01-12,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,NotPartnered,Bachelors,533,52,36,Senior Adult (>45),0,0
1958,PhD,Widow,80995.0,0,1,2013-05-11,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,NotPartnered,Postgraduate,414,56,1482,Senior Adult (>45),0,2
1984,Graduation,Together,16529.0,1,0,2014-03-01,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,Partnered,Bachelors,120,30,22,Adult (30-45),1,1
1976,PhD,Divorced,55412.0,1,1,2013-11-22,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,NotPartnered,Postgraduate,219,38,63,Adult (30-45),0,0
1992,Graduation,Single,48789.0,0,0,2012-09-10,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,657,22,680,Young Adult (<30),0,1
1967,PhD,Together,56575.0,0,2,2013-05-05,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,Partnered,Postgraduate,420,47,542,Senior Adult (>45),1,2
1980,2n Cycle,Together,25130.0,1,0,2013-10-02,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,270,34,50,Adult (30-45),1,1
1967,Graduation,Married,35441.0,1,1,2013-02-14,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,500,47,39,Senior Adult (>45),1,0
1956,Graduation,Married,71391.0,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,Partnered,Bachelors,457,58,1043,Senior Adult (>45),1,2
1972,Master,Single,49494.0,1,0,2013-04-25,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,430,42,385,Adult (30-45),0,1
1980,Graduation,Divorced,81702.0,0,0,2012-09-23,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,NotPartnered,Bachelors,644,34,1633,Adult (30-45),0,3
1980,2n Cycle,Single,45889.0,0,1,2013-07-02,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,NotPartnered,Postgraduate,362,34,46,Adult (30-45),0,2
1977,Graduation,Single,56628.0,0,1,2014-03-21,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,NotPartnered,Bachelors,100,37,761,Adult (30-45),0,2
1950,Graduation,Together,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,Partnered,Bachelors,328,64,76,Senior Adult (>45),1,0
1974,Graduation,Married,40049.0,0,1,2012-11-29,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,Partnered,Bachelors,577,40,290,Adult (30-45),1,2
1988,Graduation,Single,34176.0,1,0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,48,26,89,Young Adult (<30),0,1
1981,Graduation,Married,19419.0,1,0,2012-11-10,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,Partnered,Bachelors,596,33,70,Adult (30-45),1,1
1960,2n Cycle,Married,82504.0,0,0,2013-07-27,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,Partnered,Postgraduate,337,54,1066,Senior Adult (>45),1,3
1970,Graduation,Together,81205.0,0,0,2014-01-13,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,Partnered,Bachelors,167,44,2009,Adult (30-45),1,3
1991,2n Cycle,Single,61618.0,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,NotPartnered,Postgraduate,638,23,1345,Young Adult (<30),0,3
1956,Master,Single,55284.0,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,NotPartnered,Postgraduate,552,58,764,Senior Adult (>45),0,2
1963,Graduation,Single,49980.0,0,1,2013-10-23,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,NotPartnered,Bachelors,249,51,195,Senior Adult (>45),0,2
1980,Graduation,Married,15072.0,2,0,2013-05-10,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,Partnered,Bachelors,415,34,53,Adult (30-45),1,1
1974,Graduation,Single,49166.0,0,1,2013-06-13,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,381,40,368,Adult (30-45),0,2
1954,PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,Partnered,Postgraduate,169,60,544,Senior Adult (>45),1,2
1957,2n Cycle,Married,82347.0,0,0,2012-11-06,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,Partnered,Postgraduate,600,57,1853,Senior Adult (>45),1,3
1966,PhD,Together,30843.0,1,1,2014-05-26,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,Partnered,Postgraduate,34,48,35,Senior Adult (>45),1,0
1974,PhD,Married,46374.0,0,1,2014-03-17,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,Partnered,Postgraduate,104,40,446,Adult (30-45),1,2
1979,Graduation,Single,60474.0,0,1,2013-04-01,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,NotPartnered,Bachelors,454,35,1180,Adult (30-45),0,2
1973,Master,Married,38576.0,0,1,2014-03-04,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,117,41,41,Adult (30-45),1,2
1985,Graduation,Married,55357.0,2,0,2013-02-19,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,Partnered,Bachelors,495,29,727,Young Adult (<30),1,1
1966,Graduation,Together,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,633,48,40,Senior Adult (>45),1,0
1989,2n Cycle,Married,85710.0,0,0,2013-05-05,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,Partnered,Postgraduate,420,25,1062,Young Adult (<30),1,3
1969,Graduation,Together,23228.0,1,0,2014-01-26,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,154,45,40,Senior Adult (>45),1,1
1969,Master,Together,44602.0,1,1,2014-02-15,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,Partnered,Postgraduate,134,45,292,Senior Adult (>45),1,0
1987,Graduation,Married,7500.0,0,0,2013-01-09,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,Partnered,Bachelors,536,27,15,Young Adult (<30),1,1
1989,2n Cycle,Together,38683.0,1,0,2012-10-04,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,Partnered,Postgraduate,633,25,341,Young Adult (<30),1,1
1975,2n Cycle,Single,49514.0,1,0,2013-12-17,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,194,39,369,Adult (30-45),0,1
1973,PhD,Together,57906.0,0,1,2013-06-11,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,Partnered,Postgraduate,383,41,401,Adult (30-45),1,2
1966,Master,Single,43456.0,0,1,2013-03-26,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,NotPartnered,Postgraduate,460,48,393,Senior Adult (>45),0,2
1986,Master,Single,19485.0,2,0,2013-09-24,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,278,28,10,Young Adult (<30),0,1
1978,Graduation,Together,53172.0,0,1,2013-05-06,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,Partnered,Bachelors,419,36,486,Adult (30-45),1,2
1979,Graduation,Together,30545.0,1,0,2012-10-17,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,Partnered,Bachelors,620,35,69,Adult (30-45),1,1
1983,PhD,Together,70123.0,0,0,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,Partnered,Postgraduate,274,31,1727,Adult (30-45),1,3
1959,Graduation,Single,62450.0,0,1,2014-01-06,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,NotPartnered,Bachelors,174,55,995,Senior Adult (>45),0,2
1976,Graduation,Together,21675.0,1,0,2014-06-11,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,Partnered,Bachelors,18,38,45,Adult (30-45),1,1
1981,2n Cycle,Single,42395.0,1,1,2014-04-04,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,86,33,182,Adult (30-45),0,0
1978,Master,Together,61346.0,1,0,2013-10-06,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,Partnered,Postgraduate,266,36,989,Adult (30-45),1,1
1953,Graduation,Together,80812.0,0,0,2013-09-17,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,Partnered,Bachelors,285,61,1677,Senior Adult (>45),1,3
1971,Master,Divorced,42835.0,1,1,2013-06-30,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,NotPartnered,Postgraduate,364,43,595,Adult (30-45),0,0
1983,Graduation,Married,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,Partnered,Bachelors,500,31,156,Adult (30-45),1,1
1956,Master,Single,86424.0,0,0,2014-04-05,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,NotPartnered,Postgraduate,85,58,1226,Senior Adult (>45),0,3
1978,2n Cycle,Together,17117.0,1,0,2013-01-17,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,Partnered,Postgraduate,528,36,128,Adult (30-45),1,1
1972,Graduation,Single,24762.0,1,0,2014-02-10,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,NotPartnered,Bachelors,139,42,86,Adult (30-45),0,1
1975,Graduation,Married,35797.0,0,1,2012-10-16,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,621,39,68,Adult (30-45),1,2
1975,Graduation,Divorced,36627.0,2,0,2013-07-23,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,NotPartnered,Bachelors,341,39,16,Adult (30-45),0,1
1981,2n Cycle,Married,51111.0,1,1,2014-06-19,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,Partnered,Postgraduate,10,33,55,Adult (30-45),1,0
1972,PhD,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,NotPartnered,Postgraduate,655,42,2114,Adult (30-45),0,3
1970,PhD,Together,82072.0,0,0,2013-07-02,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,Partnered,Postgraduate,362,44,2018,Adult (30-45),1,3
1953,PhD,Single,46231.0,2,1,2012-11-26,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,NotPartnered,Postgraduate,580,61,263,Senior Adult (>45),0,0
1959,Graduation,Married,42243.0,1,1,2013-12-11,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,Partnered,Bachelors,200,55,55,Senior Adult (>45),1,0
